,Caso X,D,L,Beta,Velocidad,Angulo,A,B,Q,Reynolds,TotalAreaInlet,P
158,Caso 8,0.04,1.1,1.0,0.20515323196932458,-145,-32740690.272777837,490645151842.68384,6.425672238783933e-05,-1228.6227198009656,0.00031298876267923,73.67181128813691
159,Caso 8,0.04,1.1,1.0,0.20543557891797007,170,-635511.0817835258,1447253171.5341702,6.438248189579884e-05,-1230.3136406440954,0.00031298876267923,31.05309332554759
160,Caso 8,0.04,1.1,1.0,0.20502107628255076,-170,-37110232.1403984,569947186904.0067,6.428261777646532e-05,-1227.8312651513725,0.00031298876267923,32.50398375220022
161,Caso 9,0.04,1.3,1.0,0.20494529606847614,0,-683655092.7219023,10662414395936.162,6.423276903413764e-05,-1227.3717383373648,0.0003129858587362685,22.221646262789186
162,Caso 9,0.04,1.3,1.0,0.20545006604913046,-120,300217892.4343811,-4704692414591.854,6.440718741696771e-05,-1230.400401248925,0.00031298876267923,139.13225926154456
163,Caso 9,0.04,1.3,1.0,0.20488544657120067,145,254094809.28331867,-3987518200146.532,6.417693395818996e-05,-1227.0190052457147,0.00031298876267923,88.54737526158604
164,Caso 9,0.04,1.3,1.0,0.20495239963142814,-145,21944302.699977357,-361883255460.32947,6.429430566809117e-05,-1227.4199740735808,0.00031298876267923,65.6657951398913
165,Caso 9,0.04,1.3,1.0,0.2050527452239905,170,24881460.747112885,-397381202397.9978,6.427652064619561e-05,-1228.0209242690544,0.00031298876267923,33.33210519082124
166,Caso 9,0.04,1.3,1.0,0.20489726719570803,-170,15056535.155560818,-244003573918.53647,6.416958293507372e-05,-1227.0897966619286,0.00031298876267923,34.89620349528827
167,Caso 13,0.055,0.9,0.6,0.21126325376505894,120,-107541805.4499658,1594432183525.623,6.634428590004603e-05,-1266.4932906030378,0.0003136218019297123,143.4244346120454
168,Caso 17,0.055,1.1,1.0,0.21205605079271542,120,-404443087.0733811,6055954745468.455,6.658809176995215e-05,-1271.2459965206203,0.0003136218019297123,134.23883196884321
169,Caso 18,0.055,1.3,1.0,0.21210912333666612,120,914659925.4668188,-13787381976445.43,6.659018534538896e-05,-1271.5641589063212,0.0003136218019297123,132.2727238909348
170,Caso 19,0.08,0.9,0.2,0.21194889232230768,120,-57475898.77956259,833456151152.5879,6.655208044536124e-05,-1270.6035966645925,0.0003136218019297123,137.9583474837218
171,Caso 1,0.04,0.9,0.2,0.21209180736829636,120,15634523.55679432,-262528962152.5945,6.656223424008525e-05,-1271.4603521279546,0.0003136218019297123,119.30733589009652
172,Caso 20,0.08,1.1,0.2,0.21248351767321658,120,117549382.92915055,-1795214579179.693,6.672512069664655e-05,-1273.8085999382113,0.0003136218019297123,136.4161555208232
173,Caso 21,0.08,1.3,0.2,0.2120146180743982,120,233627671.73160702,-3545451654024.8228,6.655981689521194e-05,-1270.9976132413467,0.0003136218019297123,136.86407749634282
174,Caso 1,0.04,0.9,0.2,0.27215714577009203,0,-507669910.0667473,5945913585809.756,8.539056506107513e-05,-1631.5434888360749,0.0003136217782787035,27.38220727793896
175,Caso 10,0.055,0.9,0.2,0.2720857519595489,0,-840468630.9172943,9848844693163.623,8.537791831494605e-05,-1631.1154930676553,0.0003136217782787035,27.31079767560316
176,Caso 10,0.055,0.9,0.2,0.28296349779459656,120,-108810752.75637688,1198307572525.7166,8.876375705026391e-05,-1696.3261005198788,0.0003136218019297123,230.92712548479764
177,Caso 10,0.055,0.9,0.2,0.20506355649564137,-120,-539298284.5107965,8382980693092.126,6.431218724853161e-05,-1228.085670867744,0.00031298876267923,125.71207190940665
178,Caso 10,0.055,0.9,0.2,0.27364320346097865,-145,164260917.39084637,-1937978474328.5686,8.563498406550085e-05,-1638.795809668489,0.00031298876267923,120.12325573550335
179,Caso 10,0.055,0.9,0.2,0.2732288091701184,170,-55781455.764230914,645944142275.568,8.552892164531509e-05,-1636.3140830302127,0.00031298876267923,41.75133614418046
180,Caso 11,0.055,1.1,0.2,0.272163142943403,0,-487457897.30440724,5708447626539.814,8.538457703653015e-05,-1631.5794410394947,0.0003136217782787035,31.53024408414174
181,Caso 11,0.055,1.1,0.2,0.28292460039718087,120,-191609609.7292389,2132765261218.166,8.875498175676334e-05,-1696.0929161303982,0.0003136218019297123,206.54664369675626
182,Caso 11,0.055,1.1,0.2,0.20485520395096035,-120,256240648.1970552,-4031234115672.852,6.421743985418665e-05,-1226.8378880876915,0.00031298876267923,118.68603848811297
183,Caso 11,0.055,1.1,0.2,0.27400975568634167,-145,53427112.408216745,-642234290846.6863,8.567980911085059e-05,-1640.9910195014102,0.00031298876267923,132.37912999725557
184,Caso 11,0.055,1.1,0.2,0.27264594774814993,170,36150063.227903955,-433388627425.98224,8.526453047965989e-05,-1632.8234395796967,0.00031298876267923,57.53543304395545
185,Caso 11,0.055,1.1,0.2,0.2729471881506506,-170,-35012322.33612713,402490433154.6107,8.53346770424527e-05,-1634.6275096354377,0.00031298876267923,53.35038821265621
186,Caso 12,0.055,1.3,0.2,0.2836772873240746,0,86872791.50765844,-980844510430.2983,8.893255445648307e-05,-1700.6048773734055,0.0003136216948566748,30.667640283253412
187,Caso 12,0.055,1.3,0.2,0.2833937994060532,120,141305793.78846303,-1617649422912.064,8.890057099394511e-05,-1698.9056977481384,0.0003136218019297123,204.43268181357814
188,Caso 12,0.055,1.3,0.2,0.2052171955361142,-120,56261385.51621144,-907334924291.608,6.434019008837347e-05,-1229.0057851353151,0.00031298876267923,119.25301273754151
189,Caso 12,0.055,1.3,0.2,0.2733520964516061,-145,35574391.68270692,-435650893018.3285,8.543630650287122e-05,-1637.0524265290906,0.00031298876267923,140.24397411907182
190,Caso 12,0.055,1.3,0.2,0.27311265108222593,170,-16477473.192679787,184660296416.22195,8.547905364059916e-05,-1635.6184348822244,0.00031298876267923,52.45370574668463
191,Caso 12,0.055,1.3,0.2,0.2722899287002913,-170,43575005.59701142,-520226754453.8131,8.513468653991345e-05,-1630.6913108938252,0.00031298876267923,46.30158130911631
192,Caso 13,0.055,0.9,0.6,0.2710876342679978,0,-439746907.6094996,5169749389587.205,8.505126775355997e-05,-1625.1319190698662,0.00031362177827870335,27.710676190433304
193,Caso 13,0.055,0.9,0.6,0.20525466445553353,-120,23909932.29267417,-403834862031.3566,6.428917846018262e-05,-1229.230179190642,0.00031298876267923,121.71141034895602
194,Caso 13,0.055,0.9,0.6,0.2734461479001229,-145,103448150.00216982,-1230496333955.0515,8.548171424025341e-05,-1637.6156823226684,0.00031298876267923,149.63354182426963
195,Caso 13,0.055,0.9,0.6,0.27363549381041075,170,-113465025.00525956,1319451826732.8674,8.556958735946485e-05,-1638.7496380739276,0.00031298876267923,46.2295099745668
196,Caso 13,0.055,0.9,0.6,0.2732455671475967,-170,-173444826.89529777,2022366789791.9978,8.544699355934159e-05,-1636.4144432910293,0.00031298876267923,45.513732036730275
197,Caso 14,0.055,1.1,0.6,0.2711396149936143,0,-790474536.6792977,9294048076585.232,8.507859703863927e-05,-1625.4435361475091,0.00031362177827870335,34.929279940751734
198,Caso 14,0.055,1.1,0.6,0.20479798342952216,-120,138418995.48160762,-2192952732375.1663,6.419668451912487e-05,-1226.4952055376632,0.00031298876267923,131.4877891380416
199,Caso 14,0.055,1.1,0.6,0.2737212655731966,170,-78584482.90055412,907962222186.9312,8.563824312970072e-05,-1639.263308443458,0.00031298876267923,73.2046770095511
200,Caso 14,0.055,1.1,0.6,0.2736539181099259,-170,-104508556.15068936,1212857175835.1487,8.56060090602356e-05,-1638.8599776126396,0.00031298876267923,55.375970329651985
201,Caso 15,0.055,1.3,0.6,0.28235806925621637,0,-394827223.9636481,4456295209133.854,8.855516680233638e-05,-1692.6965783381256,0.00031362177827870335,30.62147642093223
202,Caso 15,0.055,1.3,0.6,0.2054074849134711,-120,259686845.73236054,-4073908366509.9785,6.431340065969694e-05,-1230.1453911269598,0.00031298876267923,120.93275118227926
203,Caso 15,0.055,1.3,0.6,0.27329046649217176,-145,20339158.68623973,-257945074650.69348,8.544408202935375e-05,-1636.6833367143477,0.00031298876267923,127.20496747943965
204,Caso 15,0.055,1.3,0.6,0.27264739325328463,170,-159178358.55383316,1858090433284.7937,8.526149479601268e-05,-1632.8320964282047,0.00031298876267923,59.94282043720284
205,Caso 15,0.055,1.3,0.6,0.2731630742014985,-170,-117976225.56980203,1372900434315.5042,8.540317871045691e-05,-1635.920409115566,0.00031298876267923,59.895480996705345
206,Caso 16,0.055,0.9,1.0,0.2829419439269711,0,-818342481.1827412,9220244617643.57,8.875527884866906e-05,-1696.1968241783388,0.0003136217782787033,33.18965762272614
207,Caso 16,0.055,0.9,1.0,0.2052197523745872,-120,421222490.56283617,-6598242757376.481,6.431692793585195e-05,-1229.0210975425762,0.00031298876267923,119.87706900698224
208,Caso 16,0.055,0.9,1.0,0.27352151963362764,-145,64434238.82787316,-774309010176.6685,8.549835022642092e-05,-1638.0670689439066,0.00031298876267923,135.44033212087078
209,Caso 16,0.055,0.9,1.0,0.2738985348147777,170,-69239133.68420331,800749289491.3704,8.56493448112165e-05,-1640.3249393796993,0.00031298876267923,48.206035224540834
210,Caso 16,0.055,0.9,1.0,0.2728194683071951,-170,-200838757.43681094,2346900612155.307,8.531332560437301e-05,-1633.8626203868866,0.00031298876267923,50.02756313526351
211,Caso 17,0.055,1.1,1.0,0.27120371965124074,0,-272636779.8881992,3199759858502.0986,8.508594946843767e-05,-1625.827834478014,0.0003136217782787033,44.76005044510588
212,Caso 17,0.055,1.1,1.0,0.20499379454729835,-120,168083794.70311648,-2655077324570.854,6.41864505629737e-05,-1227.667880156435,0.00031298876267923,122.86093098847212
213,Caso 17,0.055,1.1,1.0,0.2737100500034513,-145,107719925.25996625,-1279029165899.8748,8.565576666478071e-05,-1639.1961405822826,0.00031298876267923,118.84202617285854
214,Caso 17,0.055,1.1,1.0,0.2734755472546392,170,-75999411.2092142,879313471187.3914,8.549111398801155e-05,-1637.7917493266314,0.00031298876267923,66.35488669102192
215,Caso 17,0.055,1.1,1.0,0.27316999447401075,-170,-55526706.48757396,640731654770.029,8.546973799190251e-05,-1635.9618532788102,0.00031298876267923,68.6303263837064
216,Caso 18,0.055,1.3,1.0,0.28266634939993956,0,-619035483.8819697,6981287729421.682,8.866795517362606e-05,-1694.5446740763643,0.0003136217782787033,31.75541753943398
217,Caso 18,0.055,1.3,1.0,0.2828121637312257,120,1039362643.5601742,-11752188745318.13,8.870703726428324e-05,-1695.4188742394767,0.0003136218019297123,245.59596498983993
218,Caso 18,0.055,1.3,1.0,0.20494430970032784,-120,-294488767.13529193,4566235740217.063,6.419252038259122e-05,-1227.3715250530313,0.00031298876267923,121.55018531064502
219,Caso 18,0.055,1.3,1.0,0.273143319558348,145,-16613741.512070844,174426888946.2078,8.549032979487364e-05,-1635.8021024081195,0.00031298876267923,163.6037824519812
220,Caso 18,0.055,1.3,1.0,0.2736328736463975,-145,-29629118.394052982,325806682173.9257,8.557849588016003e-05,-1638.733946422349,0.00031298876267923,151.43835344256678
221,Caso 18,0.055,1.3,1.0,0.27329805915665134,170,-123874119.66412467,1440009098424.58,8.547562629189616e-05,-1636.7288077020282,0.00031298876267923,71.74591949047587
222,Caso 18,0.055,1.3,1.0,0.2739814227707588,-170,-199248100.2500757,2316942894370.38,8.571812458387767e-05,-1640.8213391923596,0.00031298876267923,56.835599125384
223,Caso 19,0.08,0.9,0.2,0.27388574153950335,0,-261872857.2534668,3052182115457.2217,8.565355490541813e-05,-1640.2405361744395,0.00031298579097466033,32.16421441714387
224,Caso 19,0.08,0.9,0.2,0.2825985229710702,120,-701513569.7123255,7890233119045.681,8.864680957610278e-05,-1694.1381281347274,0.0003136218019297123,246.29341886723486
225,Caso 19,0.08,0.9,0.2,0.27295799729050846,-120,-59944312.30573186,673085134287.2372,8.536220282413535e-05,-1634.6922434672342,0.00031298876267923,217.45087213834822
226,Caso 19,0.08,0.9,0.2,0.27425749935522037,145,-832082410.086216,9688250713605.361,8.573452962698307e-05,-1642.4747080465495,0.00031298876267923,150.03757984519038
227,Caso 19,0.08,0.9,0.2,0.27385090947914287,-145,282498892.0240351,-3319849200526.9326,8.568207647125105e-05,-1640.039720527247,0.00031298876267923,140.42809162058546
228,Caso 19,0.08,0.9,0.2,0.27307548448105057,170,-11639243.730930427,128926726009.42796,8.538987475218142e-05,-1635.3958513519358,0.00031298876267923,41.3759170871888
229,Caso 19,0.08,0.9,0.2,0.2731559804149673,-170,-31420331.961239245,359890932519.74316,8.5394766328006e-05,-1635.8779258106824,0.00031298876267923,40.58945111981652
230,Caso 1,0.04,0.9,0.2,0.28278908531320995,120,-44000771.5453563,470032421159.78754,8.864511189779842e-05,-1695.2805223914684,0.0003136218019297123,233.04129228139917
231,Caso 1,0.04,0.9,0.2,0.20541366290800026,145,-28644865.42186621,427359996181.02423,6.425222518462599e-05,-1230.1823899320407,0.00031298876267923,82.08857998387863
232,Caso 1,0.04,0.9,0.2,0.2733884480099509,-145,39916491.47020444,-484856243948.2962,8.548085852314606e-05,-1637.270128926727,0.00031298876267923,128.5310856335853
233,Caso 1,0.04,0.9,0.2,0.2732493645298997,170,-67814077.82121588,787481881050.2301,8.542667134851175e-05,-1636.437185073493,0.00031298876267923,40.48763136572788
234,Caso 1,0.04,0.9,0.2,0.2735437700505716,-170,-166216373.50714076,1936574479496.0042,8.554993968179713e-05,-1638.20032235415,0.00031298876267923,41.90164194371328
235,Caso 2,0.04,1.1,0.2,0.2724077198201756,0,-507385451.497662,5937468632424.666,8.545151622901432e-05,-1633.0456447274014,0.0003136217782787035,27.255948291515757
236,Caso 20,0.08,1.1,0.2,0.27208297457986264,0,172465651.0101061,-2026154771776.3562,8.535864134141351e-05,-1631.0988430703517,0.0003136217782787035,26.93788624274405
237,Caso 20,0.08,1.1,0.2,0.2833113572875249,120,-110615551.83687603,1216404510555.5776,8.890098432907111e-05,-1698.4114689216938,0.0003136218019297123,231.54080667459507
238,Caso 20,0.08,1.1,0.2,0.27344416548070066,-120,-292799040.26871103,3397396138979.404,8.562981412685105e-05,-1637.6038099991424,0.00031298876267923,222.5393058399227
239,Caso 20,0.08,1.1,0.2,0.2731567924271769,145,-471908715.0155981,5507230956917.902,8.545773546854774e-05,-1635.882788793536,0.00031298876267923,168.16273427473752
240,Caso 20,0.08,1.1,0.2,0.28268411725893666,-145,396726725.51609045,-4495578846391.171,8.868896403042541e-05,-1694.6512537699946,0.0003136218019297123,151.7095758426528
241,Caso 20,0.08,1.1,0.2,0.2739251699164838,170,150123908.7927182,-1760891649394.585,8.565876143038937e-05,-1640.4844518123632,0.00031298876267923,43.47483763350397
242,Caso 20,0.08,1.1,0.2,0.2731632879540037,-170,-61616456.6864121,712703647315.0492,8.540329464328213e-05,-1635.9216892376571,0.00031298876267923,61.62398182230808
243,Caso 21,0.08,1.3,0.2,0.2834874126264186,0,577779180.2316351,-6505420560354.33,8.887250632504313e-05,-1699.4666056422802,0.00031362169485667517,31.23661979168939
244,Caso 21,0.08,1.3,0.2,0.28268615442283024,120,45840874.1482523,-545386542886.8245,8.867041118339082e-05,-1694.6634662790661,0.0003136218019297123,210.47897382052537
245,Caso 21,0.08,1.3,0.2,0.2734799646269415,-120,-40968999.159610964,449670187944.4723,8.557065505693405e-05,-1637.8182041083592,0.00031298876267923,221.21698818433637
246,Caso 21,0.08,1.3,0.2,0.2731818468403117,145,-182975117.92839822,2121907637066.0017,8.54827660957708e-05,-1636.032834790439,0.00031298876267923,146.4756972690275
247,Caso 21,0.08,1.3,0.2,0.2732250448966034,-145,-139114064.34647468,1608378359589.6301,8.546590126111654e-05,-1636.2915395298269,0.00031298876267923,154.4728429899226
248,Caso 21,0.08,1.3,0.2,0.2734587157570276,170,-19902665.53683174,223870335002.91635,8.552050504244788e-05,-1637.690948768067,0.00031298876267923,57.45515005339887
249,Caso 21,0.08,1.3,0.2,0.273214761129127,-170,-45483793.49659952,523634898211.8744,8.546974603008289e-05,-1636.2299520508222,0.00031298876267923,55.9136820218092
250,Caso 22,0.08,0.9,0.6,0.27087179044609616,0,-573126229.2394892,6744701782071.014,8.499093976317167e-05,-1623.8379659707011,0.00031362177827870335,27.169700005677495
251,Caso 22,0.08,0.9,0.6,0.2737149236765291,-120,13463504.995683655,-188028388813.59024,8.563790659307904e-05,-1639.225328060417,0.00031298876267923,208.78935631939044
252,Caso 22,0.08,0.9,0.6,0.27389316872785785,145,-39271309.90200955,439309895211.5476,8.563174222406488e-05,-1640.2928029310413,0.00031298876267923,145.05969700225896
253,Caso 22,0.08,0.9,0.6,0.2740466629110407,-145,76315939.91798998,-911571737626.6547,8.574260308396157e-05,-1641.2120496765372,0.00031298876267923,130.61033290469885
254,Caso 22,0.08,0.9,0.6,0.27340512167470343,170,24744000.27350913,-296977315348.27423,8.549720765672473e-05,-1637.369984255062,0.00031298876267923,45.01514194864941
255,Caso 22,0.08,0.9,0.6,0.2731922867433068,-170,-305309761.3840943,3566087210534.953,8.549127480266154e-05,-1636.0953573346328,0.00031298876267923,46.66592500969563
256,Caso 23,0.08,1.1,0.6,0.28270849877852816,0,-459295900.7475211,5176567722223.83,8.86993258299338e-05,-1694.7973536229558,0.00031362177827870335,40.0699318451953
257,Caso 23,0.08,1.1,0.6,0.2733703749285717,-120,31946342.683829047,-403259718538.6089,8.551761736201625e-05,-1637.1618927649754,0.00031298876267923,221.14591843287846
258,Caso 23,0.08,1.1,0.6,0.27345756124992476,145,-278956148.6365203,3242435560164.506,8.556811577317104e-05,-1637.684034650053,0.00031298876267923,150.50743086412018
259,Caso 23,0.08,1.1,0.6,0.27330744595857953,-145,31539966.642335463,-389808668388.71735,8.544616630081971e-05,-1636.7850234291923,0.00031298876267923,135.6848926808386
260,Caso 23,0.08,1.1,0.6,0.27358308206227744,170,-231595885.8816786,2699363593729.4414,8.558506609498864e-05,-1638.4357543299432,0.00031298876267923,53.784837282982004
261,Caso 23,0.08,1.1,0.6,0.2734799110245026,-170,-8990053.11723447,95913590163.49997,8.551420979160439e-05,-1637.8178830938,0.00031298876267923,50.81897100450753
262,Caso 24,0.08,1.3,0.6,0.2733396424379421,0,-908772162.8844221,10626615696659.686,8.54857825148514e-05,-1636.9702478239724,0.0003129858587362686,30.09648187060787
263,Caso 24,0.08,1.3,0.6,0.2740668054342068,-120,-88180581.93703973,999782157986.8197,8.566538389278598e-05,-1641.3326793217952,0.00031298876267923,225.25069603768955
264,Caso 24,0.08,1.3,0.6,0.20475386557170042,145,-69093711.3284673,1058089268441.0852,6.413121939423452e-05,-1226.2309922861905,0.00031298876267923,95.6414235236155
265,Caso 24,0.08,1.3,0.6,0.2730444849927884,-145,-79670076.81745692,912813902348.5696,8.535415883824984e-05,-1635.210201458851,0.00031298876267923,151.85614664698102
266,Caso 24,0.08,1.3,0.6,0.2046439490196388,170,5491879.927582962,-96099383588.01564,6.410594708646776e-05,-1225.5727234797537,0.00031298876267923,42.00231233639601
267,Caso 24,0.08,1.3,0.6,0.27317836298867865,-170,-101125535.20651628,1176118571919.9492,8.540775401063891e-05,-1636.0119706820471,0.00031298876267923,71.08566992901063
268,Caso 25,0.08,0.9,1.0,0.28284687597331176,0,-359200544.8427658,4046278347588.2065,8.872510307483084e-05,-1695.6269052796417,0.0003136217782787033,32.7551468591317
269,Caso 25,0.08,0.9,1.0,0.20508073511685385,145,102242563.0365524,-1614771868183.1677,6.428933968587353e-05,-1228.1885502818966,0.00031298876267923,84.48790095797477
270,Caso 25,0.08,0.9,1.0,0.27337520361610973,-145,127670151.20484343,-1515197840453.8237,8.553283045712326e-05,-1637.19081083348,0.00031298876267923,143.56763176863095
271,Caso 25,0.08,0.9,1.0,0.20497812019838893,170,70249237.38664597,-1106224778922.6357,6.425874413684248e-05,-1227.5740095359074,0.00031298876267923,34.13214646548081
272,Caso 25,0.08,0.9,1.0,0.2730568898641839,-170,-89562368.9865178,1040945312642.7057,8.539966119834277e-05,-1635.2844918158023,0.00031298876267923,46.903578598593626
273,Caso 26,0.08,1.1,1.0,0.2823671601729001,0,-405316549.2023225,4571612233774.58,8.858110457796492e-05,-1692.7510770942793,0.0003136217782787033,47.64558171695144
274,Caso 26,0.08,1.1,1.0,0.27370663148937785,-120,189157590.11059007,-2241679625964.547,8.562059646872798e-05,-1639.1756677678004,0.00031298876267923,226.53105066651503
275,Caso 26,0.08,1.1,1.0,0.27437528796302485,-145,-88765289.86604384,1013572610018.3916,8.591170166587008e-05,-1643.1801210604863,0.00031298876267923,150.20947856756428
276,Caso 26,0.08,1.1,1.0,0.2738615273189703,170,-347194333.3542669,4043752252173.57,8.577872714513763e-05,-1640.103308700448,0.00031298876267923,60.851416031796276
277,Caso 26,0.08,1.1,1.0,0.2733754843044709,-170,-46520737.835308865,533883399691.3145,8.559130320500979e-05,-1637.192491821366,0.00031298876267923,68.5287593350749
278,Caso 27,0.08,1.3,1.0,0.2829462254961411,0,-659605916.9362566,7431475166399.201,8.876238038405988e-05,-1696.2224915782583,0.0003136217782787033,31.917489006521496
279,Caso 27,0.08,1.3,1.0,0.27402686311166474,-120,-86357619.56810898,977308822491.5522,8.572642806157226e-05,-1641.093472537258,0.00031298876267923,207.21338107951846
280,Caso 27,0.08,1.3,1.0,0.2734752208142623,-145,248177003.9558288,-2924041108389.493,8.558299617186377e-05,-1637.7897943388407,0.00031298876267923,162.4466480524052
281,Caso 27,0.08,1.3,1.0,0.2738382537436528,170,-46486242.42081616,533359090785.72766,8.56409521141246e-05,-1639.9639277941294,0.00031298876267923,53.97410284945865
282,Caso 27,0.08,1.3,1.0,0.2735190909364293,-170,-81646839.75171341,945234640961.3768,8.562076732171563e-05,-1638.0525239497633,0.00031298876267923,57.25312500061205
283,Caso 2,0.04,1.1,0.2,0.2735121782155769,-120,-35304808.96625266,386727571910.29095,8.555359016007988e-05,-1638.0111250119382,0.00031298876267923,208.4709948229249
284,Caso 2,0.04,1.1,0.2,0.27383226370291464,-145,250376579.9435356,-2942137980286.9287,8.571300562856479e-05,-1639.9280546076686,0.00031298876267923,136.83839152414524
285,Caso 2,0.04,1.1,0.2,0.27373488253977724,170,104069541.2519576,-1223152023239.3367,8.565463253729693e-05,-1639.3448578022237,0.00031298876267923,40.270552870343195
286,Caso 2,0.04,1.1,0.2,0.2739243332051175,-170,-73996401.91121215,856594753731.0872,8.575299032045409e-05,-1640.4794409110739,0.00031298876267923,41.864855714918804
287,Caso 3,0.04,1.3,0.2,0.2840913049575498,0,-218914376.35852215,2454134397333.474,8.906315383352191e-05,-1703.08685403586,0.000313621694856675,30.732293203282484
288,Caso 3,0.04,1.3,0.2,0.2736794142479642,-120,149249953.27303973,-1771025234346.1523,8.562240157397911e-05,-1639.012669013893,0.00031298876267923,196.28738501321686
289,Caso 3,0.04,1.3,0.2,0.27388105866745044,-145,173912906.2242879,-2047726344630.2332,8.573640065356347e-05,-1640.2202781396359,0.00031298876267923,117.11304456717471
290,Caso 3,0.04,1.3,0.2,0.273152879568811,170,97625244.43540154,-1149882125337.249,8.548996027427972e-05,-1635.859355447439,0.00031298876267923,39.14399650353345
291,Caso 3,0.04,1.3,0.2,0.2732630524247473,-170,29317855.80754504,-350378693331.66724,8.542012243621017e-05,-1636.519159207825,0.00031298876267923,43.42707329692116
292,Caso 4,0.04,0.9,0.6,0.282513489174114,0,-278560777.4538123,3140535629879.3735,8.863099457103464e-05,-1693.6282987027107,0.00031362177827870335,32.266606648531464
293,Caso 4,0.04,0.9,0.6,0.27315400903915327,-120,89189547.6496708,-1074167937962.5212,8.538908461350997e-05,-1635.8661196251733,0.00031298876267923,200.54469956940173
294,Caso 4,0.04,0.9,0.6,0.2735276773232637,-145,308083791.209089,-3622007578182.364,8.555449399700482e-05,-1638.1039461469402,0.00031298876267923,125.76517441698657
295,Caso 4,0.04,0.9,0.6,0.2735144188859357,170,-38325235.56196842,441096059787.8929,8.554005481821252e-05,-1638.0245439499877,0.00031298876267923,40.105245575401405
296,Caso 4,0.04,0.9,0.6,0.2731653743160561,-170,-99752933.93433592,1160651913786.3706,8.546376401575159e-05,-1635.9341840533357,0.00031298876267923,43.271432804513324
297,Caso 5,0.04,1.1,0.6,0.28263282327445355,0,-473884538.20840067,5343909512110.936,8.866279128418439e-05,-1694.3436897090871,0.00031362177827870335,32.8582901286844
298,Caso 5,0.04,1.1,0.6,0.27390039076467815,120,180484528.06939402,-2138448977505.1323,8.572576585967795e-05,-1640.3360543019094,0.00031298876267923,226.01313396066223
299,Caso 5,0.04,1.1,0.6,0.2737132973121151,-120,83545471.30664223,-1004957744062.427,8.56015727427631e-05,-1639.2155880809366,0.00031298876267923,181.07158201389888
300,Caso 5,0.04,1.1,0.6,0.272973308345547,145,105624871.39330257,-1257182111902.0854,8.536580965600959e-05,-1634.783938391579,0.00031298876267923,120.42672134308705
301,Caso 5,0.04,1.1,0.6,0.20528657715354992,-145,84302853.90129061,-1332503919825.0671,6.434656726354038e-05,-1229.421298118951,0.00031298876267923,84.58253714980296
302,Caso 5,0.04,1.1,0.6,0.2729777109385511,170,-119600575.6423055,1394429612591.3694,8.537486800326314e-05,-1634.8103046629703,0.00031298876267923,44.11508569007307
303,Caso 5,0.04,1.1,0.6,0.20508052438737526,-170,-155363975.80446106,2413939217548.8477,6.434588601502164e-05,-1228.1872882641226,0.00031298876267923,30.537940335367885
304,Caso 6,0.04,1.3,0.6,0.2825913567627522,0,595257303.4097599,-6723009077589.167,8.867017076729922e-05,-1694.0951038526343,0.00031362177827870335,30.880912361616655
305,Caso 6,0.04,1.3,0.6,0.27326587630271454,120,-322524068.7847481,3744438478274.0815,8.558923500290601e-05,-1636.5360708625678,0.00031298876267923,235.81428380405112
306,Caso 6,0.04,1.3,0.6,0.27325553976703665,-120,-61898447.179716624,695492272918.2422,8.545649636235252e-05,-1636.4741673650897,0.00031298876267923,221.83286958680662
307,Caso 6,0.04,1.3,0.6,0.2729974702361818,145,82548072.38010676,-984576554937.9307,8.537185779045606e-05,-1634.9286392451913,0.00031298876267923,120.10069602581444
308,Caso 6,0.04,1.3,0.6,0.2052053850300297,-145,-14059273.629384099,199882641201.63614,6.431309041328296e-05,-1228.9350543163637,0.00031298876267923,71.15765150601506
309,Caso 6,0.04,1.3,0.6,0.2733669876922583,170,-36313149.51669011,417463623701.90656,8.54935517582695e-05,-1637.1416072669017,0.00031298876267923,49.54864003870661
310,Caso 6,0.04,1.3,0.6,0.20502154469195072,-170,-32528645.127208155,499003297073.53955,6.429862692275806e-05,-1227.834070363971,0.00031298876267923,27.259969922982613
311,Caso 7,0.04,0.9,1.0,0.2827649327560112,0,-571279356.9300592,6439777856102.36,8.871499377386458e-05,-1695.135667313934,0.0003136217782787033,32.897146894747216
312,Caso 7,0.04,0.9,1.0,0.2730523053947399,120,70813525.69112858,-858460517018.695,8.54673934191387e-05,-1635.2570363218624,0.00031298876267923,185.09618799904268
313,Caso 7,0.04,0.9,1.0,0.2726826978088826,-120,-35312062.86242551,383631989536.24225,8.525910975109588e-05,-1633.043528530462,0.00031298876267923,211.24448839041585
314,Caso 7,0.04,0.9,1.0,0.2742844981450518,145,-39122207.32092002,436574825265.73175,8.575151702668668e-05,-1642.6363985365097,0.00031298876267923,147.48480114436418
315,Caso 7,0.04,0.9,1.0,0.20505526509857594,-145,297678001.67411417,-4665287404559.721,6.428483226104708e-05,-1228.0360153067973,0.00031298876267923,91.12853103586517
316,Caso 7,0.04,0.9,1.0,0.2735824676248008,170,-114396660.99371871,1330199844730.4946,8.557169927576258e-05,-1638.4320745836558,0.00031298876267923,45.13575637491348
317,Caso 7,0.04,0.9,1.0,0.2052005852905828,-170,10772710.067844728,-177017231611.52417,6.435644541343983e-05,-1228.9063096123346,0.00031298876267923,30.533673463913953
